,level_0,index,grid_index,OPCINA,Mjesna_zaj,WKT,area,Gross_floor_A_heated_m2,total_heat_demand_kWh_realni_2021_schedule,CO2_emissions_realni_2021_schedule,PM2.5_emissions_realni_2021_schedule,NOx_emissions_realni_2021_schedule,SO2_emissions_realni_2021_schedule,total_heat_demand_MWh_realni_2021_schedule,total_heat_demand_kWh/m2_realni_2021_schedule
66,66,66,23219,TRNOVO,Dejčići,"POLYGON ((2040991.7263781778 5414995.850859159, 2040991.7263781778 5415195.850859159, 2041191.7263781778 5415195.850859159, 2041191.7263781778 5414995.850859159, 2040991.7263781778 5414995.850859159))",40000.0,116.07246280095384,16692.043921190165,0.006873194555784185,2.6510647815362e-07,8.83689078749514e-06,1.237165201191788e-05,16.692043921190166,143.80709703570616
67,67,67,23220,TRNOVO,Dejčići,"POLYGON ((2041191.7263781778 5414995.850859159, 2041191.7263781778 5415195.850859159, 2041391.7263781778 5415195.850859159, 2041391.7263781778 5414995.850859159, 2041191.7263781778 5414995.850859159))",40000.0,381.86165374964173,59354.38922747712,0.021669642134769046,1.9753542425146194e-05,3.0364874101329874e-05,3.844089663233487e-05,59.354389227477114,155.43427480778516
68,68,68,23222,TRNOVO,Dejčići,"POLYGON ((2041591.7263781778 5414995.850859159, 2041591.7263781778 5415195.850859159, 2041791.7263781778 5415195.850859159, 2041791.7263781778 5414995.850859159, 2041591.7263781778 5414995.850859159))",40000.0,18.99377839510765,4269.721762911485,0.0002954824749419713,9.999044216943326e-06,1.701967236366757e-06,2.3402034725919162e-07,4.269721762911485,224.7958080847813
69,69,69,23225,TRNOVO,Dejčići,"POLYGON ((2042191.7263781778 5414995.850859159, 2042191.7263781778 5415195.850859159, 2042391.7263781778 5415195.850859159, 2042391.7263781778 5414995.850859159, 2042191.7263781778 5414995.850859159))",40000.0,148.17000672084393,13213.0207191333,0.0,0.0,0.0,0.0,13.213020719133299,89.17473253562692
70,70,70,23226,TRNOVO,Dejčići,"POLYGON ((2042391.7263781778 5414995.850859159, 2042391.7263781778 5415195.850859159, 2042591.7263781778 5415195.850859159, 2042591.7263781778 5414995.850859159, 2042391.7263781778 5414995.850859159))",40000.0,278.1391368537223,24803.57466459614,0.0,0.0,0.0,0.0,24.80357466459614,89.17685926968534
71,71,71,23267,TRNOVO,Trnovo,"POLYGON ((2050591.7263781778 5414995.850859159, 2050591.7263781778 5415195.850859159, 2050791.7263781778 5415195.850859159, 2050791.7263781778 5414995.850859159, 2050591.7263781778 5414995.850859159))",40000.0,98.38234238791426,9297.072973670063,0.000643396053541181,2.177234230093857e-05,3.7059355325550604e-06,5.09565814028294e-07,9.297072973670064,94.499406580628
72,72,72,23268,TRNOVO,Trnovo,"POLYGON ((2050791.7263781778 5414995.850859159, 2050791.7263781778 5415195.850859159, 2050991.7263781778 5415195.850859159, 2050991.7263781778 5414995.850859159, 2050791.7263781778 5414995.850859159))",40000.0,1275.0471579950756,196196.04191061467,0.035604790606506925,0.00032657943354618817,8.876454525499566e-05,0.0002475937949824232,196.19604191061467,153.87355728796692
73,73,73,23269,TRNOVO,Trnovo,"POLYGON ((2050991.7263781778 5414995.850859159, 2050991.7263781778 5415195.850859159, 2051191.7263781778 5415195.850859159, 2051191.7263781778 5414995.850859159, 2050991.7263781778 5414995.850859159))",40000.0,329.7250671776279,64774.07561097163,0.028965363531065033,0.00010182033798659781,5.051075260509321e-05,0.00024235607775887654,64.77407561097164,196.44874490563635
74,74,74,23270,TRNOVO,Trnovo,"POLYGON ((2051191.7263781778 5414995.850859159, 2051191.7263781778 5415195.850859159, 2051391.7263781778 5415195.850859159, 2051391.7263781778 5414995.850859159, 2051191.7263781778 5414995.850859159))",40000.0,361.928795497162,46264.78658819423,0.0032017153348231305,0.00010834515045012096,1.8441752259967834e-05,2.5357393348879102e-06,46.26478658819423,127.82842140162623
75,75,75,23281,TRNOVO,Trnovo,"POLYGON ((2053391.7263781778 5414995.850859159, 2053391.7263781778 5415195.850859159, 2053591.7263781778 5415195.850859159, 2053591.7263781778 5414995.850859159, 2053391.7263781778 5414995.850859159))",40000.0,619.7455281608309,93291.50906142048,0.006456159796638097,0.0002184746397934901,3.7187222182243566e-05,5.113239821978592e-06,93.29150906142048,150.5319600098999
76,76,76,23282,TRNOVO,Trnovo,"POLYGON ((2053591.7263781778 5414995.850859159, 2053591.7263781778 5415195.850859159, 2053791.7263781778 5415195.850859159, 2053791.7263781778 5414995.850859159, 2053591.7263781778 5414995.850859159))",40000.0,853.1107919602899,147112.12004779995,0.021248250808878884,0.00032197017726113186,6.980243567973688e-05,0.00011601591888403498,147.11212004779998,172.4419869425912
77,77,77,23283,TRNOVO,Trnovo,"POLYGON ((2053791.7263781778 5414995.850859159, 2053791.7263781778 5415195.850859159, 2053991.7263781778 5415195.850859159, 2053991.7263781778 5414995.850859159, 2053791.7263781778 5414995.850859159))",40000.0,64.63942972736672,11061.321400661662,0.006878468770159353,1.3451942516958613e-05,1.057415849762916e-05,6.0232594527373725e-05,11.061321400661662,171.12343730932662
78,78,78,23284,TRNOVO,Trnovo,"POLYGON ((2053991.7263781778 5414995.850859159, 2053991.7263781778 5415195.850859159, 2054191.7263781778 5415195.850859159, 2054191.7263781778 5414995.850859159, 2053991.7263781778 5414995.850859159))",40000.0,164.87013217822434,18932.2625532703,0.0013101911801571143,4.43365026829863e-05,7.546648790057771e-06,1.0376635535373535e-06,18.9322625532703,114.83136637996114
79,79,79,23530,TRNOVO,Šabići,"POLYGON ((2033391.7263781778 5415195.850859159, 2033391.7263781778 5415395.850859159, 2033591.7263781778 5415395.850859159, 2033591.7263781778 5415195.850859159, 2033391.7263781778 5415195.850859159))",40000.0,2076.968041508871,187132.00532204102,0.0357916461582824,0.0003917076333473915,9.762887800502815e-05,0.00023305217951232152,187.132005322041,90.09864455405572
80,80,80,23531,TRNOVO,Šabići,"POLYGON ((2033591.7263781778 5415195.850859159, 2033591.7263781778 5415395.850859159, 2033791.7263781778 5415395.850859159, 2033791.7263781778 5415195.850859159, 2033591.7263781778 5415195.850859159))",40000.0,103.41488487626683,20523.970506592697,0.008013070537555358,3.4634804821153285e-05,1.4829922265487887e-05,6.54307151634474e-05,20.523970506592697,198.46244117710023
81,81,81,23566,TRNOVO,Dejčići,"POLYGON ((2040591.7263781778 5415195.850859159, 2040591.7263781778 5415395.850859159, 2040791.7263781778 5415395.850859159, 2040791.7263781778 5415195.850859159, 2040591.7263781778 5415195.850859159))",40000.0,76.89494670991051,11058.999244295495,0.004553705571180498,1.7564130285068664e-07,5.8547155161009485e-06,8.196604975188166e-06,11.058999244295496,143.81958395804662
82,82,82,23567,TRNOVO,Dejčići,"POLYGON ((2040791.7263781778 5415195.850859159, 2040791.7263781778 5415395.850859159, 2040991.7263781778 5415395.850859159, 2040991.7263781778 5415195.850859159, 2040791.7263781778 5415195.850859159))",40000.0,422.7108242466566,84168.13883623212,0.03138522458624095,2.3555131129381188e-05,4.330984489665862e-05,5.5826613432617e-05,84.1681388362321,199.11517285187625
83,83,83,23568,TRNOVO,Dejčići,"POLYGON ((2040991.7263781778 5415195.850859159, 2040991.7263781778 5415395.850859159, 2041191.7263781778 5415395.850859159, 2041191.7263781778 5415195.850859159, 2040991.7263781778 5415195.850859159))",40000.0,648.343727494402,94415.24445823903,0.031485298508941315,8.654257613210518e-05,5.1757617325123494e-05,0.00011200384339728332,94.41524445823904,145.62529173085005
84,84,84,23569,TRNOVO,Dejčići,"POLYGON ((2041191.7263781778 5415195.850859159, 2041191.7263781778 5415395.850859159, 2041391.7263781778 5415395.850859159, 2041391.7263781778 5415195.850859159, 2041191.7263781778 5415195.850859159))",40000.0,242.45620656660418,32847.980048006284,0.013525638843296703,5.216983819418573e-07,1.738996216667958e-05,2.4345956694522022e-05,32.84798004800628,135.48005437007754
85,85,85,23572,TRNOVO,Dejčići,"POLYGON ((2041791.7263781778 5415195.850859159, 2041791.7263781778 5415395.850859159, 2041991.7263781778 5415395.850859159, 2041991.7263781778 5415195.850859159, 2041791.7263781778 5415195.850859159))",40000.0,143.59751903722392,13668.506098898684,0.0009459173770864144,3.2009579183738673e-05,5.448446255322662e-06,7.491608871481777e-07,13.668506098898684,95.18622738430098
86,86,86,23574,TRNOVO,Dejčići,"POLYGON ((2042191.7263781778 5415195.850859159, 2042191.7263781778 5415395.850859159, 2042391.7263781778 5415395.850859159, 2042391.7263781778 5415195.850859159, 2042191.7263781778 5415195.850859159))",40000.0,292.9667146991505,46869.337398281394,0.003243552761126741,0.00010976091724175578,1.8682734161979577e-05,2.5688743254958116e-06,46.869337398281395,159.98178307188186
87,87,87,23575,TRNOVO,Dejčići,"POLYGON ((2042391.7263781778 5415195.850859159, 2042391.7263781778 5415395.850859159, 2042591.7263781778 5415395.850859159, 2042591.7263781778 5415195.850859159, 2042391.7263781778 5415195.850859159))",40000.0,657.1652794031888,100338.6101575177,0.04131589830015435,1.593598464470846e-06,5.311999800128808e-05,7.436802671315925e-05,100.3386101575177,152.68397966587827
88,88,88,23576,TRNOVO,Dejčići,"POLYGON ((2042591.7263781778 5415195.850859159, 2042591.7263781778 5415395.850859159, 2042791.7263781778 5415395.850859159, 2042791.7263781778 5415195.850859159, 2042591.7263781778 5415195.850859159))",40000.0,361.5591950698376,41571.86776142248,0.011635307578166887,3.7886258191158506e-05,1.991515283168067e-05,1.9826956096851595e-05,41.57186776142248,114.97942336494192
89,89,89,23577,TRNOVO,Dejčići,"POLYGON ((2042791.7263781778 5415195.850859159, 2042791.7263781778 5415395.850859159, 2042991.7263781778 5415395.850859159, 2042991.7263781778 5415195.850859159, 2042791.7263781778 5415195.850859159))",40000.0,155.3699855086942,17921.182359982,0.007379310383522001,2.846279078964259e-07,9.487605714774176e-06,1.3282653271619836e-05,17.921182359982,115.3452019790474
90,90,90,23614,TRNOVO,Trnovo,"POLYGON ((2050191.7263781778 5415195.850859159, 2050191.7263781778 5415395.850859159, 2050391.7263781778 5415395.850859159, 2050391.7263781778 5415195.850859159, 2050191.7263781778 5415195.850859159))",40000.0,46.33658124459274,8685.663489425777,0.0,0.0,0.0,0.0,8.685663489425776,187.4472232549386
91,91,91,23616,TRNOVO,Trnovo,"POLYGON ((2050591.7263781778 5415195.850859159, 2050591.7263781778 5415395.850859159, 2050791.7263781778 5415395.850859159, 2050791.7263781778 5415195.850859159, 2050591.7263781778 5415195.850859159))",40000.0,342.54992346563205,54957.08582576693,0.0038032585346551516,0.00012870120390034062,2.1906617029272284e-05,3.012157939895672e-06,54.95708582576694,160.43525939155774
92,92,92,23617,TRNOVO,Trnovo,"POLYGON ((2050791.7263781778 5415195.850859159, 2050791.7263781778 5415395.850859159, 2050991.7263781778 5415395.850859159, 2050991.7263781778 5415195.850859159, 2050791.7263781778 5415195.850859159))",40000.0,1952.7288052858094,245491.99128358098,0.0359611017214149,0.0004671110429284169,0.0001078318017797589,0.00021578293257344843,245.491991283581,125.71740152501606
93,93,93,23618,TRNOVO,Trnovo,"POLYGON ((2050991.7263781778 5415195.850859159, 2050991.7263781778 5415395.850859159, 2051191.7263781778 5415395.850859159, 2051191.7263781778 5415195.850859159, 2050991.7263781778 5415195.850859159))",40000.0,411.684172561304,69992.06140099642,0.004292791756376966,0.00014526687105410473,2.4726308805061065e-05,3.3998653143000187e-06,69.99206140099642,170.01397203477353
94,94,94,23619,TRNOVO,Trnovo,"POLYGON ((2051191.7263781778 5415195.850859159, 2051191.7263781778 5415395.850859159, 2051391.7263781778 5415395.850859159, 2051391.7263781778 5415195.850859159, 2051191.7263781778 5415195.850859159))",40000.0,269.2510383914876,26428.096893248905,0.001828934041055288,6.189061584777945e-05,1.0534586919116816e-05,1.4485047869115417e-06,26.428096893248906,98.15411316937164
95,95,95,23620,TRNOVO,Trnovo,"POLYGON ((2051391.7263781778 5415195.850859159, 2051391.7263781778 5415395.850859159, 2051591.7263781778 5415395.850859159, 2051591.7263781778 5415195.850859159, 2051391.7263781778 5415195.850859159))",40000.0,217.41792103575216,33351.92117949245,0.0023080914311067444,7.81051677630515e-05,1.32945143195176e-05,1.8279945648879549e-06,33.35192117949245,153.40005561918727
96,96,96,23621,TRNOVO,Trnovo,"POLYGON ((2051591.7263781778 5415195.850859159, 2051591.7263781778 5415395.850859159, 2051791.7263781778 5415395.850859159, 2051791.7263781778 5415195.850859159, 2051591.7263781778 5415195.850859159))",40000.0,172.3352986260411,23000.621073799906,0.0015917384826159109,5.386398456494728e-05,9.168349990328339e-06,1.2606473278009055e-06,23.000621073799906,133.46436427809311
97,97,97,23631,TRNOVO,Trnovo,"POLYGON ((2053591.7263781778 5415195.850859159, 2053591.7263781778 5415395.850859159, 2053791.7263781778 5415395.850859159, 2053791.7263781778 5415195.850859159, 2053591.7263781778 5415195.850859159))",40000.0,806.9438745691432,103969.18083795306,0.01544639213762418,0.0002055927521978259,4.6973192016925146e-05,9.144777500821347e-05,103.96918083795305,128.84313781236148
98,98,98,23632,TRNOVO,Trnovo,"POLYGON ((2053791.7263781778 5415195.850859159, 2053791.7263781778 5415395.850859159, 2053991.7263781778 5415395.850859159, 2053991.7263781778 5415195.850859159, 2053791.7263781778 5415195.850859159))",40000.0,181.05380367566207,26414.69643623004,0.016425945683033807,3.212355605559233e-05,2.5251339931841115e-05,0.00014383685659038318,26.414696436230038,145.89418117693376
99,99,99,23633,TRNOVO,Trnovo,"POLYGON ((2053991.7263781778 5415195.850859159, 2053991.7263781778 5415395.850859159, 2054191.7263781778 5415395.850859159, 2054191.7263781778 5415195.850859159, 2053991.7263781778 5415195.850859159))",40000.0,209.89998427502292,32432.49020131024,0.0006603477141754035,2.2345981750335687e-05,3.803576419741757e-06,5.229914275406346e-07,32.43249020131024,154.51401920457195
100,100,100,23877,TRNOVO,Šabići,"POLYGON ((2032991.7263781778 5415395.850859159, 2032991.7263781778 5415595.850859159, 2033191.7263781778 5415595.850859159, 2033191.7263781778 5415395.850859159, 2032991.7263781778 5415395.850859159))",40000.0,24.423152919205005,5248.725828741464,0.0003632336213661914,1.2291724041617932e-05,2.0922111297244077e-06,2.876788487202954e-07,5.248725828741464,214.90779041121095
101,101,101,23878,TRNOVO,Šabići,"POLYGON ((2033191.7263781778 5415395.850859159, 2033191.7263781778 5415595.850859159, 2033391.7263781778 5415595.850859159, 2033391.7263781778 5415395.850859159, 2033191.7263781778 5415395.850859159))",40000.0,448.41567967111774,50068.75847862371,0.003464965984679843,0.00011725347873109013,1.99580654731165e-05,2.744232270070527e-06,50.068758478623714,111.65701992255428
102,102,102,23879,TRNOVO,Šabići,"POLYGON ((2033391.7263781778 5415395.850859159, 2033391.7263781778 5415595.850859159, 2033591.7263781778 5415595.850859159, 2033591.7263781778 5415395.850859159, 2033391.7263781778 5415395.850859159))",40000.0,227.8290981543371,46650.79444503783,0.008089646335235704,7.624172763673063e-05,2.0451698029258928e-05,1.2296931024903315e-05,46.650794445037825,204.7622310888288
103,103,103,23916,TRNOVO,Dejčići,"POLYGON ((2040791.7263781778 5415395.850859159, 2040791.7263781778 5415595.850859159, 2040991.7263781778 5415595.850859159, 2040991.7263781778 5415395.850859159, 2040791.7263781778 5415395.850859159))",40000.0,124.6037167640293,16334.98318864697,0.006726169548266399,2.5943556608686525e-07,8.64786021024021e-06,1.2107009098743114e-05,16.33498318864697,131.0954730153167
104,104,104,23917,TRNOVO,Dejčići,"POLYGON ((2040991.7263781778 5415395.850859159, 2040991.7263781778 5415595.850859159, 2041191.7263781778 5415595.850859159, 2041191.7263781778 5415395.850859159, 2040991.7263781778 5415395.850859159))",40000.0,466.31116555440826,75916.65972381784,0.03125980106274852,1.2057240196342061e-06,4.019083786852241e-05,5.6267195344360725e-05,75.91665972381783,162.80257761694114
105,105,105,23918,TRNOVO,Dejčići,"POLYGON ((2041191.7263781778 5415395.850859159, 2041191.7263781778 5415595.850859159, 2041391.7263781778 5415595.850859159, 2041391.7263781778 5415395.850859159, 2041191.7263781778 5415395.850859159))",40000.0,95.4841776668217,11742.5209351848,0.004835155679193741,1.8649713507044457e-07,6.216576925152532e-06,8.703211148896173e-06,11.742520935184801,122.97870937485202
106,106,106,23922,TRNOVO,Dejčići,"POLYGON ((2041991.7263781778 5415395.850859159, 2041991.7263781778 5415595.850859159, 2042191.7263781778 5415595.850859159, 2042191.7263781778 5415395.850859159, 2041991.7263781778 5415395.850859159))",40000.0,83.7768545314148,12868.58618326918,0.005298829604875545,2.0438153517748357e-07,6.812724147379934e-06,9.537817591210198e-06,12.86858618326918,153.60550661929776
107,107,107,23924,TRNOVO,Dejčići,"POLYGON ((2042391.7263781778 5415395.850859159, 2042391.7263781778 5415595.850859159, 2042591.7263781778 5415595.850859159, 2042591.7263781778 5415395.850859159, 2042391.7263781778 5415395.850859159))",40000.0,259.36404725480827,33154.933164949034,0.013652031303214306,5.265734745413721e-07,1.7552465403797285e-05,2.457346131676714e-05,33.15493316494903,127.83164635141767
108,108,108,23925,TRNOVO,Dejčići,"POLYGON ((2042591.7263781778 5415395.850859159, 2042591.7263781778 5415595.850859159, 2042791.7263781778 5415595.850859159, 2042791.7263781778 5415395.850859159, 2042591.7263781778 5415395.850859159))",40000.0,683.4865652681497,83214.89964718337,0.02537907649495106,6.165627737217568e-05,4.0661831002685646e-05,4.3872501271083056e-05,83.21489964718336,121.75060034213838
109,109,109,23960,TRNOVO,Trnovo,"POLYGON ((2049591.7263781778 5415395.850859159, 2049591.7263781778 5415595.850859159, 2049791.7263781778 5415595.850859159, 2049791.7263781778 5415395.850859159, 2049591.7263781778 5415395.850859159))",40000.0,147.68594342223795,21355.47006789496,0.0014778872019304472,5.001128910490979e-05,8.5125711676313e-06,1.1704777966057024e-06,21.35547006789496,144.60055962698573
110,110,110,23970,TRNOVO,Trnovo,"POLYGON ((2051591.7263781778 5415395.850859159, 2051591.7263781778 5415595.850859159, 2051791.7263781778 5415595.850859159, 2051791.7263781778 5415395.850859159, 2051591.7263781778 5415395.850859159))",40000.0,488.2003914806628,71566.7232067729,0.008896593639072706,0.00015956487432570852,3.250485884438674e-05,4.239133131715979e-05,71.5667232067729,146.59292465890536
111,111,111,23971,TRNOVO,Trnovo,"POLYGON ((2051791.7263781778 5415395.850859159, 2051791.7263781778 5415595.850859159, 2051991.7263781778 5415595.850859159, 2051991.7263781778 5415395.850859159, 2051791.7263781778 5415395.850859159))",40000.0,285.7890103215342,45230.837157156144,0.009478580254807906,9.299220918039117e-05,2.4432018291645284e-05,6.440188670249509e-05,45.230837157156145,158.2665376330183
